Concelho,Datahora,M,FG,Via,km,Natureza
Abrantes,2008-10-25 18:45,0,1,R COMERCIO 28,,Colisão lat. c/outro veíc. mov.
Abrantes,2008-03-27 08:20,0,3,EN2,"409,200",Colisão lat. c/outro veíc. mov.
Abrantes,2008-03-04 08:00,0,2,EN358,"48,200",Colisão c/outras situações
Abrantes,2008-08-11 01:40,1,0,R BOA VISTA 248,,Despiste simples
Abrantes,2008-03-16 19:15,0,1,EN2,"411,500",Despiste simples
Abrantes,2008-09-28 18:00,0,1,A23,"46,200",Despiste c/capotamento
Abrantes,2008-08-18 10:45,0,2,EN2,"419,700",Despiste c/capotamento
Abrantes,2008-02-02 17:30,0,1,Estrada Municipal,,Despiste c/capotamento
Abrantes,2008-03-12 13:10,0,1,R DOS OLEIROS 749,,Despiste c/col. c/veíc. imobil./obst.
Abrantes,2008-07-07 11:00,0,1,AV D JOAO I,,Atropelamento de peões
Abrantes,2008-08-23 17:10,0,1,A23,"37,200",Colisão tras. c/outro veíc. mov.
Abrantes,2008-11-16 00:20,0,1,EN2,"388,600",Colisão frontal
Alcanena,2008-04-12 11:30,2,2,A1,"94,200",Despiste c/capotamento
Alcanena,2008-11-28 17:30,0,1,EM1136,,Despiste c/capotamento
Alcanena,2008-12-26 15:00,0,2,A1,"98,965",Colisão tras. c/outro veíc. mov.
Alcanena,2008-02-03 23:00,0,1,EN360,"70,450",Atropelamento de peões
Alcanena,2008-11-29 05:20,0,1,A1,"92,200",Despiste c/transp. disp. ret. lateral
Alcanena,2008-08-30 20:25,0,2,A1,"94,000",Despiste c/transp. disp. ret. lateral
Alcanena,2008-05-15 17:00,0,2,A1,"100,550",Despiste c/transp. disp. ret. lateral
Alcanena,2008-01-25 00:15,0,1,R N SRA FATIMA 237,,Colisão com fuga
Almeirim,2008-10-08 10:25,0,1,PC REPUBLICA,,Atropelamento de peões
Almeirim,2008-05-30 16:20,0,1,BECO DOS SAPATEIROS 4,,Atropelamento de peões
Almeirim,2008-07-20 14:10,0,1,EN114,"79,400",Atropelamento de peões
Almeirim,2008-04-25 20:15,0,1,EN118,"64,079",Colisão c/veic./obst. f. rodagem
Almeirim,2008-12-17 19:40,0,1,R BRASIL,,Colisão com fuga
Almeirim,2008-06-29 16:20,0,1,R DR GUILHERME NUNES GODINHO 478,,Colisão c/outras situações
Almeirim,2008-07-13 00:20,0,1,R DELFIN DIOGO SILVA,,Despiste simples
Almeirim,2008-10-25 16:05,0,1,EN114,"81,200",Despiste simples
Almeirim,2008-12-22 12:00,0,1,R PRINCIPAL,,Despiste c/capotamento
Almeirim,2008-12-08 12:00,0,1,R PRINCIPAL,,Despiste c/capotamento
Almeirim,2008-04-18 12:55,1,0,ZON AINDUSTRIAL,,Colisão lat. c/outro veíc. mov.
Almeirim,2008-04-02 21:55,0,1,EN118,"68,100",Colisão frontal
Almeirim,2008-02-14 17:20,0,2,EN118,"68,100",Colisão frontal
Almeirim,2008-12-06 18:40,0,1,EN114,"88,700",Colisão frontal
Almeirim,2008-03-07 15:35,0,1,R GUILHERME NUNES GODINHO 492,,Colisão frontal
Almeirim,2008-07-10 22:05,0,1,R CAPITAO SALGUEIRO MAIA,,Colisão frontal
Almeirim,2008-07-04 20:30,0,1,R VALE JOAO VIEGAS 93,,Colisão frontal
Almeirim,2008-04-01 21:40,0,1,EM577,,Despiste c/col. c/veíc. imobil./obst.
Almeirim,2008-05-12 13:50,0,1,EN118,"76,300",Despiste c/col. c/veíc. imobil./obst.
Almeirim,2008-07-05 05:20,0,1,EN118,"69,300",Despiste c/capotamento
Alpiarça,2008-04-22 07:37,1,0,CASAL CAMBIQUE,,Colisão lat. c/outro veíc. mov.
Alpiarça,2008-07-14 15:00,0,1,R VALE LAVRADOR,,Colisão c/veic./obst. f. rodagem
Alpiarça,2008-10-13 18:53,0,1,EN118,"76,200",Despiste c/capotamento
Alpiarça,2008-11-30 08:40,0,1,EM368,"5,410",Despiste c/capotamento
Alpiarça,2008-08-27 21:40,0,1,R RICARDO DURAO,,Colisão frontal
Alpiarça,2008-01-14 14:05,1,0,EN118,"79,100",Colisão frontal
Alpiarça,2008-09-17 07:50,0,1,Outra Via,,Despiste c/capotamento
Benavente,2008-09-07 20:00,0,1,R OPERARIOS AGRICOLAS,,Atropelamento com fuga
Benavente,2008-08-27 00:20,0,1,EN118,"33,400",Colisão lat. c/outro veíc. mov.
Benavente,2008-12-25 19:00,1,1,EN118,"37,400",Colisão frontal
Benavente,2008-01-13 19:40,0,2,EN118,"14,100",Colisão frontal
Benavente,2008-03-25 11:50,3,0,EN118,"25,600",Colisão frontal
Benavente,2008-01-01 06:20,0,1,EN118,"22,200",Colisão c/outras situações
Benavente,2008-06-26 17:20,0,1,EN10,"100,800",Colisão frontal
Benavente,2008-01-20 15:30,0,1,R 1 MAIO 23,,Colisão frontal
Benavente,2008-08-03 03:00,1,1,EN10,"90,850",Despiste c/col. c/veíc. imobil./obst.
Benavente,2008-06-01 14:45,0,1,Outra Via,,Despiste c/capotamento
Benavente,2008-11-16 10:30,1,0,EN118,"41,100",Despiste simples
Benavente,2008-09-30 14:25,1,0,EN118,"15,680",Colisão frontal
Cartaxo,2008-06-21 19:55,0,1,A1,"49,300",Despiste c/capotamento
Cartaxo,2008-07-05 16:15,0,1,A1,"54,000",Despiste c/capotamento
Cartaxo,2008-03-02 21:20,0,1,R PF ARTUR SIMOES 51,,Colisão frontal
Cartaxo,2008-03-07 13:30,0,1,R CANTO DO MURO 91,,Colisão lat. c/outro veíc. mov.
Cartaxo,2008-03-21 17:15,1,0,EN3-3,"8,040",Colisão lat. c/outro veíc. mov.
Cartaxo,2008-06-04 18:40,0,2,EN114-2,,Colisão c/veic./obst. f. rodagem
Chamusca,2008-01-03 11:30,1,0,EN368-1,,Despiste simples
Chamusca,2008-09-04 07:25,0,2,R 5 OUTUBRO,,Despiste c/col. c/veíc. imobil./obst.
Chamusca,2008-03-22 07:50,0,1,R DO BONFIM,,Despiste c/col. c/veíc. imobil./obst.
Chamusca,2008-08-04 08:00,1,0,EN243,"76,500",Colisão frontal
Chamusca,2008-12-29 11:35,0,2,EN118,"104,300",Colisão frontal
Chamusca,2008-07-08 08:30,0,1,R DIREITA S PEDRO 59,,Colisão lat. c/outro veíc. mov.
Chamusca,2008-04-06 16:45,0,1,R BO NOVO PARREIRA,,Despiste simples
Chamusca,2008-11-09 08:30,1,0,Outra Via,,Despiste s/disp. retenção
Chamusca,2008-06-01 02:30,0,1,Outra Via,,Despiste simples
Constância,2008-06-13 23:45,1,0,EN3,"96,100",Atropelamento de animais
Constância,2008-08-20 01:30,0,2,Outra Via,,Despiste simples
Coruche,2008-04-25 14:50,0,1,Outra Via,,Despiste simples
Coruche,2008-04-24 14:45,0,1,EN251,"23,600",Despiste c/col. c/veíc. imobil./obst.
Coruche,2008-03-16 00:00,0,1,EN114-3,"12,500",Despiste c/capotamento
Coruche,2008-09-02 20:50,0,1,EN114,"100,247",Despiste simples
Coruche,2008-08-02 16:45,1,0,EN114,"103,400",Despiste c/transp. disp. ret. lateral
Coruche,2008-12-03 07:15,0,1,R MOAGEM,,Colisão lat. c/outro veíc. mov.
Coruche,2008-02-29 20:50,1,0,EN251,"49,100",Colisão lat. c/outro veíc. mov.
Coruche,2008-04-11 18:00,0,2,EN119,"35,100",Colisão tras. c/outro veíc. mov.
Entronc.,2008-05-05 17:00,0,1,A23,"15,800",Despiste c/disp. retenção
Entronc,2008-12-18 19:00,0,2,R DR JOSE EDUARDO VITOR DAS NEVES 18,,Colisão lat. c/outro veíc. mov.
F. do Zêzere,2008-03-22 20:45,0,1,R ANT. TEIXEIRA ANTUNES,,Atropelamento com fuga
F. do Zêzere,2008-04-25 17:50,0,1,EM1080,,Atropelamento de peões
F. do Zêzere,2008-08-03 13:45,1,0,EM1027,,Atropelamento de peões
F. do Zêzere,2008-12-08 18:15,0,1,EM1108,,Atropelamento de peões
F. do Zêzere,2008-04-28 09:00,0,1,PC DIAS FERREIRA,,Atropelamento de peões
F. do Zêzere,2008-06-26 20:45,0,1,Estrada Municipal,,Colisão lat. c/outro veíc. mov.
F. do Zêzere,2008-04-02 20:20,0,1,EM238,,Despiste simples
F. do Zêzere,2008-06-18 08:00,0,1,R PORTO MAR,,Colisão lat. c/outro veíc. mov.
F. do Zêzere,2008-02-02 18:55,0,1,EM238,,Colisão tras. c/outro veíc. mov.
F. do Zêzere,2008-07-16 22:20,0,1,EN110,"79,400",Colisão tras. c/outro veíc. mov.
F. do Zêzere,2008-10-30 12:05,0,1,EM630,,Colisão frontal
F. do Zêzere,2008-04-14 08:40,1,0,EM520,,Despiste c/capotamento
F. do Zêzere,2008-09-24 13:30,0,1,EN110,"81,600",Despiste c/capotamento
F. do Zêzere,2008-08-19 21:30,0,1,EN238,"19,150",Colisão lat. c/outro veíc. mov.
Golegã,2008-08-23 18:00,0,1,EN243,"43,065",Atropelamento com fuga
Golegã,2008-06-24 13:15,0,1,R 25 ABRIL,,Despiste simples
Golegã,2008-12-29 19:05,0,1,EN365,"67,700",Colisão tras. c/outro veíc. mov.
Macão,2008-08-19 11:40,0,1,EM1294,,Colisão lat. c/outro veíc. mov.
Macão,2008-03-29 01:20,1,0,Estrada Municipal,,Despiste c/capotamento
Macão,2008-05-14 20:10,0,1,EN351,"57,900",Colisão frontal
Ourém,2008-02-27 13:50,1,0,EN349,"55,350",Atropelamento de peões
Ourém,2008-05-20 18:30,0,1,EN357,"16,300",Atropelamento de peões
Ourém,2008-12-16 09:40,0,1,EN113,"31,400",Atropelamento de peões
Ourém,2008-10-12 07:15,0,1,ROT DA EIRA,,Atropelamento de peões
Ourém,2008-02-20 07:15,0,1,A1,"108,975",Colisão choque em cadeia
Ourém,2008-05-23 19:05,0,1,R LEONOR,,Colisão c/veic./obst. f. rodagem
Ourém,2008-11-20 16:50,1,0,EN356,"51,000",Colisão lat. c/outro veíc. mov.
Ourém,2008-02-03 17:10,2,0,EN349,"60,100",Colisão lat. c/outro veíc. mov.
Ourém,2008-03-03 07:10,1,0,EN113,"29,950",Colisão lat. c/outro veíc. mov.
Ourém,2008-04-07 08:50,0,1,EN357,"11,600",Colisão lat. c/outro veíc. mov.
Ourém,2008-01-05 15:35,0,1,ESTR MOITA,,Colisão lat. c/outro veíc. mov.
Ourém,2008-06-27 17:00,0,1,R SENHORA DA LUZ,,Colisão lat. c/outro veíc. mov.
Ourém,2008-11-11 15:00,0,1,EN360,"74,400",Colisão tras. c/outro veíc. mov.
Ourém,2008-05-19 07:50,0,1,R PRINCIPAL 100,,Colisão frontal
Ourém,2008-01-03 15:25,0,1,A1,"116,250",Despiste c/col. c/veíc. imobil./obst.
Ourém,2008-08-15 19:00,0,1,ER349,"39,200",Despiste c/col. c/veíc. imobil./obst.
Ourém,2008-08-28 14:30,0,1,Estrada Municipal,,Despiste simples
Ourém,2008-07-17 21:45,0,1,R DO SOALHAL,,Despiste simples
Ourém,2008-06-24 14:40,0,2,A1,"111,230",Despiste c/disp. retenção
Rio Maior,2008-05-04 21:45,0,1,EM508,,Atropelamento de peões
Rio Maior,2008-07-11 22:20,1,0,EN114,"45,400",Atropelamento de peões
Rio Maior,2008-01-10 08:40,0,1,AV DR MARIO SOARES,,Atropelamento de peões
Rio Maior,2008-11-30 10:00,1,1,IC2,"66,500",Colisão lat. c/outro veíc. mov.
Rio Maior,2008-08-22 13:00,1,0,EM1467,,Colisão frontal
Rio Maior,2008-02-03 15:50,1,0,IC2,"64,700",Despiste s/disp. retenção
Rio Maior,2008-05-01 17:20,1,1,EM583,,Despiste c/col. c/veíc. imobil./obst.
Rio Maior,2008-01-18 19:45,0,1,EM583-3,,Despiste c/capotamento
Rio Maior,2008-08-12 17:20,0,2,EN1,"74,300",Despiste c/capotamento
Rio Maior,2008-05-15 20:58,2,0,A15,"20,630",Despiste c/capotamento
Rio Maior,2008-09-08 20:45,1,0,EM583,,Despiste simples
Rio Maior,2008-11-13 18:12,0,1,EN361,"40,000",Colisão frontal
S. de Magos,2008-06-20 10:05,0,1,EN367,"0,300",Colisão lat. c/outro veíc. mov.
S. de Magos,2008-03-11 20:44,2,1,EN118,"54,500",Colisão lat. c/outro veíc. mov.
S. de Magos,2008-05-02 14:40,0,1,EN367,,Colisão tras. c/outro veíc. mov.
S. de Magos,2008-12-15 18:00,0,1,EN367,"3,800",Colisão frontal
S. de Magos,2008-11-05 19:55,1,1,EN114-3,"23,900",Despiste c/capotamento
S. de Magos,2008-07-14 08:20,0,2,A13,"61,700",Despiste simples
S. de Magos,2008-08-10 02:42,0,1,R 25 ABRIL 127,,Despiste simples
S. de Magos,2008-08-09 14:00,0,1,R 1 MAIO,,Despiste s/disp. retenção
Santarém,2008-08-13 19:30,1,0,EM594,,Colisão tras. c/outro veíc. mov.
Santarém,2008-11-27 18:50,0,1,EM583,,Atropelamento de peões
Santarém,2008-09-19 09:30,0,1,EN3,"40,600",Atropelamento de peões
Santarém,2008-04-12 23:40,0,1,R CIDADE COVILHA 9,,Atropelamento de peões
Santarém,2008-09-05 20:45,0,1,R ESTR.MARMELEIRA 21,,Atropelamento de peões
Santarém,2008-12-19 18:47,0,1,AV GRUPO FORCADOS AMADORES SANTAREM,,Atropelamento de peões
Santarém,2008-12-16 19:00,0,1,R REST. RENTINI,,Atropelamento de peões
Santarém,2008-07-05 14:20,0,1,R JOAO AFONSO 49,,Atropelamento de peões
Santarém,2008-06-03 17:00,0,1,R NORTE 29,,Atropelamento de peões
Santarém,2008-05-16 22:25,0,1,LG CANDIDO DOS REIS 9,,Colisão c/veic./obst. f. rodagem
Santarém,2008-06-26 23:00,0,1,EM584,,Colisão lat. c/outro veíc. mov.
Santarém,2008-07-13 19:35,0,1,EN3,"39,000",Colisão lat. c/outro veíc. mov.
Santarém,2008-01-15 18:30,0,1,EN365,"37,800",Colisão lat. c/outro veíc. mov.
Santarém,2008-12-29 12:10,0,1,EN3,"33,600",Colisão lat. c/outro veíc. mov.
Santarém,2008-06-26 11:15,0,1,EN365,"37,500",Colisão lat. c/outro veíc. mov.
Santarém,2008-09-11 10:00,0,1,Outra Via,,Despiste simples
Santarém,2008-01-18 19:10,0,3,A1,"62,100",Colisão tras. c/outro veíc. mov.
Santarém,2008-06-26 02:35,0,1,A1,"62,100",Colisão tras. c/outro veíc. mov.
Santarém,2008-10-13 18:20,1,2,A1,"64,300",Colisão tras. c/outro veíc. mov.
Santarém,2008-12-22 19:55,0,1,A1,"65,700",Colisão tras. c/outro veíc. mov.
Santarém,2008-07-20 12:15,0,2,CIRCULAR URBANA D LUIS I,,Colisão tras. c/outro veíc. mov.
Santarém,2008-08-01 18:00,0,1,EM584,,Colisão frontal
Santarém,2008-10-27 11:10,0,1,EN3,"30,300",Colisão frontal
Santarém,2008-10-30 15:40,0,3,EN3,"33,600",Colisão frontal
Santarém,2008-04-23 17:25,0,1,EN365,"41,600",Colisão frontal
Santarém,2008-04-07 17:20,0,3,EN3,"32,925",Colisão frontal
Santarém,2008-09-05 16:27,0,1,EN114,"72,400",Colisão frontal
Santarém,2008-12-09 22:15,0,1,EN3,"39,600",Colisão frontal
Santarém,2008-04-23 17:50,0,1,R ALEX. HERCULANO 96,,Colisão frontal
Santarém,2008-07-22 17:30,0,1,ESTR 5 OUTUBRO,,Colisão frontal
Santarém,2008-11-18 17:45,0,1,R LIBERDADE 74,,Despiste c/col. c/veíc. imobil./obst.
Santarém,2008-08-26 16:00,1,0,EN362,"33,250",Despiste c/capotamento
Santarém,2008-06-05 18:00,0,1,EN114,"77,100",Despiste c/capotamento
Santarém,2008-01-27 04:30,1,0,R 5 OUTUBRO,,Despiste c/capotamento
Santarém,2008-06-10 02:30,0,1,ESTR CARREIRA DE TIRO,,Despiste c/capotamento
Santarém,2008-09-29 07:00,0,1,ACC-A1,,Despiste c/capotamento
Santarém,2008-06-01 03:45,0,1,EN365,"45,900",Despiste simples
Santarém,2008-02-24 12:40,0,1,A1,"63,800",Despiste simples
Sardoal,2008-03-21 17:47,0,1,R ASSOC. MORADORES 84,,Colisão frontal
Tomar,2008-11-24 20:00,0,1,EN349-3,"14,100",Atropelamento com fuga
Tomar,2008-12-24 18:30,1,0,EM533-1,,Atropelamento de peões
Tomar,2008-10-21 21:15,0,1,AV DR AURELIO RIBEIRO 3,,Despiste s/disp. retenção
Tomar,2008-07-30 16:20,0,1,R DE COIMBRA 12,,Despiste simples
Tomar,2008-06-28 20:15,0,1,EM541,,Despiste simples
Tomar,2008-07-16 20:10,1,0,EM534,,Despiste simples
Tomar,2008-11-11 14:30,0,1,EM535,,Despiste c/capotamento
